Date,Price,Open,High,Low,Vol.,Change %
"Jun 07, 2019","7,980.53","7,787.57","8,100","7,737.49",33.94K,2.49%
"Jun 06, 2019","7,786.7","7,778.08","7,868.13","7,444.58",36.62K,0.13%
"Jun 05, 2019","7,776.5","7,687.04","7,896.7","7,572.78",48.68K,1.16%
"Jun 04, 2019","7,687.03","8,115.66","8,115.66","7,481.02",74.14K,-5.28%
"Jun 03, 2019","8,115.82","8,726","8,800.95","8,080.8",45.69K,-6.99%
"Jun 02, 2019","8,725.98","8,545.1","8,814.78","8,524",27.84K,2.13%
"Jun 01, 2019","8,544.07","8,555","8,626","8,442.36",31.87K,-0.13%
"May 31, 2019","8,555","8,267.1","8,594","8,108.5",44.73K,3.45%
"May 30, 2019","8,269.54","8,646.5","9,074.26","8,005",70.38K,-4.35%
"May 29, 2019","8,645.68","8,716.87","8,750","8,406.6",33.88K,-0.80%
"May 28, 2019","8,715.64","8,752.52","8,798.49","8,510.63",31.47K,-0.46%
"May 27, 2019","8,756.32","8,612.54","8,908.32","8,589",51.89K,1.65%
"May 26, 2019","8,614.43","8,023","8,740","7,833.42",49.65K,7.34%
"May 25, 2019","8,025.41","7,964.52","8,091.8","7,908.34",28.41K,0.76%
"May 24, 2019","7,964.87","7,849.95","8,130","7,766",46.66K,1.44%
"May 23, 2019","7,851.51","7,627.8","7,940.98","7,461",49.65K,2.92%
"May 22, 2019","7,628.43","7,904.48","8,016","7,465",49.14K,-3.50%
"May 21, 2019","7,904.87","7,937.16","8,042.32","7,771",52.30K,-0.42%
"May 20, 2019","7,938.15","8,147.94","8,156.03","7,553",65.86K,-2.58%
"May 19, 2019","8,148.48","7,257.32","8,275.09","7,243.08",65.58K,12.28%
"May 18, 2019","7,257.45","7,355.28","7,458","7,156.61",37.05K,-1.33%
"May 17, 2019","7,355.26","7,868.67","7,925","6,913",88.75K,-6.50%
"May 16, 2019","7,866.59","8,169.08","8,320","7,705",69.63K,-3.71%
"May 15, 2019","8,169.87","7,945.26","8,249","7,850",37.88K,2.80%
"May 14, 2019","7,947.56","7,795.62","8,366","7,599.56",76.58K,2.01%
"May 13, 2019","7,790.71","6,968.24","8,100","6,870",85.80K,11.82%
"May 12, 2019","6,967.31","7,076.24","7,521.78","6,750",86.95K,-1.54%
"May 11, 2019","7,076.22","6,375.16","7,343.99","6,372.85",74.02K,11.03%
"May 10, 2019","6,373.33","6,209.95","6,468.92","6,172",36.62K,2.64%
"May 09, 2019","6,209.18","5,986.66","6,224.55","5,983.71",27.45K,3.71%
"May 08, 2019","5,987.29","5,846.34","6,014.72","5,772.2",23.07K,2.41%
"May 07, 2019","5,846.34","5,749.92","6,028.41","5,747.74",39.91K,1.71%
"May 06, 2019","5,747.79","5,773.18","5,805","5,619.14",25.26K,-0.48%
"May 05, 2019","5,775.62","5,829.83","5,839.9","5,696",23.82K,-0.92%
"May 04, 2019","5,829.45","5,770.62","5,900","5,587.45",39.68K,0.98%
"May 03, 2019","5,772.69","5,494.81","5,844","5,477.57",46.30K,5.09%
"May 02, 2019","5,492.87","5,383.2","5,538","5,370",22.80K,2.04%
"May 01, 2019","5,383.2","5,321.94","5,402","5,316.2",17.22K,1.17%
"Apr 30, 2019","5,320.81","5,238.14","5,339.98","5,192.15",22.24K,1.58%
"Apr 29, 2019","5,238.14","5,309.81","5,332","5,178.8",19.92K,-1.31%
"Apr 28, 2019","5,307.52","5,295.69","5,340","5,259.48",14.37K,0.22%
"Apr 27, 2019","5,295.69","5,315","5,342.5","5,257.67",15.42K,-0.35%
"Apr 26, 2019","5,314.1","5,220.47","5,510","5,161.62",48.91K,1.80%
"Apr 25, 2019","5,219.9","5,415","5,491.84","5,102",49.64K,-3.60%
"Apr 24, 2019","5,415","5,490.91","5,582.2","5,333.35",48.22K,-1.43%
"Apr 23, 2019","5,493.31","5,357.14","5,600","5,332.41",41.26K,2.54%
"Apr 22, 2019","5,357.14","5,257.41","5,400","5,208.35",29.56K,1.92%
"Apr 21, 2019","5,256.14","5,292.91","5,314.35","5,165",25.55K,-0.67%
"Apr 20, 2019","5,291.73","5,258.68","5,333.42","5,230.1",19.17K,0.63%
"Apr 19, 2019","5,258.68","5,258.44","5,320","5,175",24.61K,0.00%
"Apr 18, 2019","5,258.44","5,202.41","5,287","5,198.8",22.62K,1.07%
"Apr 17, 2019","5,202.82","5,173.72","5,230.4","5,146.8",23.31K,0.56%
"Apr 16, 2019","5,173.72","5,024.95","5,197.72","5,003.94",24.24K,2.96%
"Apr 15, 2019","5,024.95","5,131.28","5,167.38","4,950",29.06K,-2.07%
"Apr 14, 2019","5,131.3","5,047.45","5,152.99","5,000",18.28K,1.71%
"Apr 13, 2019","5,045.22","5,047","5,099","5,004",17.29K,-0.06%
"Apr 12, 2019","5,048.01","5,017.37","5,080.58","4,861.22",33.28K,0.61%
"Apr 11, 2019","5,017.37","5,307.86","5,332.67","4,927",54.70K,-5.48%
"Apr 10, 2019","5,308.25","5,150","5,422","5,135",40.07K,3.07%
"Apr 09, 2019","5,150","5,238.38","5,238.4","5,076.68",34.07K,-1.66%
"Apr 08, 2019","5,236.9","5,170.27","5,305","5,039",50.18K,1.29%
"Apr 07, 2019","5,170.27","5,042.07","5,234","5,026",37.62K,2.51%
"Apr 06, 2019","5,043.89","5,004.96","5,205","4,928.59",41.77K,0.78%
"Apr 05, 2019","5,004.95","4,898.64","5,028.22","4,880.62",39.77K,2.17%
"Apr 04, 2019","4,898.66","4,932.59","5,039.08","4,777",61.05K,-0.69%
"Apr 03, 2019","4,932.6","4,857.19","5,275.01","4,753.5",109.89K,1.55%
"Apr 02, 2019","4,857.29","4,144.54","4,897.99","4,140.54",105.38K,17.20%
"Apr 01, 2019","4,144.56","4,102.44","4,158.7","4,067",25.51K,0.99%
"Mar 31, 2019","4,103.95","4,106.99","4,116.12","4,082.57",13.53K,-0.07%
"Mar 30, 2019","4,106.97","4,104.24","4,140","4,052",19.51K,0.09%
"Mar 29, 2019","4,103.25","4,028.22","4,123.71","4,024.03",30.08K,1.87%
"Mar 28, 2019","4,027.81","4,039.58","4,039.7","4,002",20.09K,-0.25%
"Mar 27, 2019","4,038.05","3,948.77","4,048","3,936.15",32.36K,2.27%
"Mar 26, 2019","3,948.55","3,935.47","3,958.98","3,894",29.35K,0.32%
"Mar 25, 2019","3,936.12","3,991.35","3,999.3","3,888.71",33.19K,-1.40%
"Mar 24, 2019","3,992.18","4,006.01","4,006.02","3,950",17.18K,-0.35%
"Mar 23, 2019","4,006.01","3,987.89","4,018.83","3,978.01",17.30K,0.48%
"Mar 22, 2019","3,986.93","3,980.85","4,008","3,968.25",20.02K,0.16%
"Mar 21, 2019","3,980.64","4,043.04","4,069.32","3,880.01",36.00K,-1.54%
"Mar 20, 2019","4,043.04","4,017.48","4,050","3,980.5",23.43K,0.69%
"Mar 19, 2019","4,015.53","3,987.83","4,031","3,970",19.89K,0.70%
"Mar 18, 2019","3,987.81","3,981.85","4,037","3,953.33",22.45K,0.17%
"Mar 17, 2019","3,981.14","4,005.98","4,012","3,950.01",18.81K,-0.62%
"Mar 16, 2019","4,005.98","3,924.46","4,056.98","3,921.98",28.57K,2.10%
"Mar 15, 2019","3,923.76","3,877.12","3,939.22","3,872.2",21.74K,1.20%
"Mar 14, 2019","3,877.12","3,866","3,920","3,810.43",27.05K,0.29%
"Mar 13, 2019","3,866","3,882.69","3,893.56","3,840",24.46K,-0.43%
"Mar 12, 2019","3,882.73","3,871.61","3,905.2","3,826.06",26.92K,0.29%
"Mar 11, 2019","3,871.61","3,915.99","3,936.98","3,830",38.07K,-1.15%
"Mar 10, 2019","3,916.82","3,943.43","3,943.43","3,881.69",23.19K,-0.66%
"Mar 09, 2019","3,943.04","3,864.88","3,971.75","3,854.75",30.98K,2.02%
"Mar 08, 2019","3,864.89","3,873.63","3,932","3,800",34.73K,-0.23%
"Mar 07, 2019","3,873.64","3,861.84","3,905.4","3,840.4",26.46K,0.31%
"Mar 06, 2019","3,861.84","3,857.58","3,907","3,813.09",24.78K,0.11%
"Mar 05, 2019","3,857.73","3,716.1","3,877.1","3,703.55",32.96K,3.83%
"Mar 04, 2019","3,715.3","3,807.32","3,830","3,670.69",34.74K,-2.43%
"Mar 03, 2019","3,807.75","3,819.97","3,835","3,781.32",16.72K,-0.32%
"Mar 02, 2019","3,819.93","3,822.17","3,841.31","3,772.25",19.45K,-0.08%
"Mar 01, 2019","3,823","3,814.26","3,857","3,813.01",23.17K,0.24%
"Feb 28, 2019","3,813.69","3,818.04","3,888","3,763.87",32.56K,-0.11%
"Feb 27, 2019","3,818.07","3,809.31","3,838.85","3,677.17",31.50K,0.23%
"Feb 26, 2019","3,809.23","3,828.44","3,841.51","3,777",28.84K,-0.49%
"Feb 25, 2019","3,827.92","3,743.56","3,872.66","3,740",38.10K,2.25%
"Feb 24, 2019","3,743.56","4,118","4,198","3,712.66",62.22K,-9.09%
"Feb 23, 2019","4,117.76","3,962","4,162.02","3,933.15",33.66K,3.93%
"Feb 22, 2019","3,962","3,937.31","3,988","3,926.65",23.94K,0.63%
"Feb 21, 2019","3,937.31","3,969.74","4,016.48","3,901.03",31.10K,-0.82%
"Feb 20, 2019","3,969.74","3,907.35","3,986.98","3,870.66",36.21K,1.59%
"Feb 19, 2019","3,907.79","3,897.35","3,994.52","3,856",50.21K,0.24%
"Feb 18, 2019","3,898.6","3,667.62","3,925","3,655",64.04K,6.30%
"Feb 17, 2019","3,667.58","3,617.22","3,700.11","3,604.4",25.69K,1.36%
"Feb 16, 2019","3,618.41","3,602.49","3,648.2","3,597.91",19.57K,0.44%
"Feb 15, 2019","3,602.47","3,590.57","3,653.23","3,573.45",20.78K,0.33%
"Feb 14, 2019","3,590.56","3,608.34","3,626.4","3,568.11",21.75K,-0.52%
"Feb 13, 2019","3,609.4","3,631.51","3,670","3,591.75",25.77K,-0.61%
"Feb 12, 2019","3,631.46","3,631.05","3,667.6","3,582.34",29.48K,0.01%
"Feb 11, 2019","3,631.05","3,679.75","3,684.9","3,615.53",24.95K,-1.33%
"Feb 10, 2019","3,680.06","3,665.18","3,684.99","3,609.76",23.25K,0.41%
"Feb 09, 2019","3,665.18","3,660.27","3,680.02","3,625.13",24.76K,0.17%
"Feb 08, 2019","3,659.04","3,398.4","3,733.58","3,373.1",47.97K,7.67%
"Feb 07, 2019","3,398.4","3,407","3,426.45","3,390",18.67K,-0.20%
"Feb 06, 2019","3,405.37","3,471.57","3,482.72","3,380",35.31K,-1.91%
"Feb 05, 2019","3,471.59","3,463.22","3,478.97","3,448.43",25.26K,0.24%
"Feb 04, 2019","3,463.22","3,458.11","3,484.88","3,433.31",23.13K,0.15%
"Feb 03, 2019","3,458.11","3,504.06","3,511.09","3,426",19.87K,-1.33%
"Feb 02, 2019","3,504.77","3,462.2","3,526.4","3,440.29",17.92K,1.23%
"Feb 01, 2019","3,462.07","3,434.1","3,488","3,401.2",25.26K,0.81%
"Jan 31, 2019","3,434.1","3,457.5","3,489.2","3,418.8",29.61K,-0.70%
"Jan 30, 2019","3,458.18","3,410.04","3,478","3,387.1",23.97K,1.38%
"Jan 29, 2019","3,411.04","3,434","3,443.45","3,349.92",29.54K,-0.67%
"Jan 28, 2019","3,434.15","3,550.05","3,557.75","3,380.27",40.41K,-3.29%
"Jan 27, 2019","3,550.84","3,565.62","3,579","3,486",22.74K,-0.40%
"Jan 26, 2019","3,565.25","3,566.69","3,662.94","3,545",19.48K,-0.00%
"Jan 25, 2019","3,565.29","3,569.07","3,587.15","3,522.51",17.61K,-0.12%
"Jan 24, 2019","3,569.62","3,552.97","3,589","3,529.22",20.83K,0.47%
"Jan 23, 2019","3,552.82","3,570.41","3,607.98","3,514.5",24.94K,-0.51%
"Jan 22, 2019","3,570.93","3,526.88","3,608.5","3,434.85",29.34K,1.25%
"Jan 21, 2019","3,526.9","3,539.26","3,559.51","3,475.5",19.64K,-0.35%
"Jan 20, 2019","3,539.28","3,665.75","3,693.73","3,475",27.90K,-3.44%
"Jan 19, 2019","3,665.3","3,594.87","3,720","3,594.23",22.17K,1.96%
"Jan 18, 2019","3,594.87","3,613.32","3,620","3,565.75",22.71K,-0.59%
"Jan 17, 2019","3,616.21","3,591.84","3,634.7","3,530.39",29.76K,0.68%
"Jan 16, 2019","3,591.84","3,553.06","3,645","3,543.51",27.48K,1.09%
"Jan 15, 2019","3,553.06","3,626.08","3,648.42","3,516.62",34.14K,-2.01%
"Jan 14, 2019","3,626.09","3,477.56","3,671.87","3,467.02",35.24K,4.29%
"Jan 13, 2019","3,476.81","3,584.1","3,611.1","3,441.3",26.39K,-2.97%
"Jan 12, 2019","3,583.13","3,601.31","3,618.19","3,530",22.00K,-0.50%
"Jan 11, 2019","3,601.31","3,585.88","3,658","3,465",38.34K,0.43%
"Jan 10, 2019","3,585.88","3,966.06","3,996.01","3,540",59.40K,-9.60%
"Jan 09, 2019","3,966.65","3,955.45","4,006.81","3,930.04",28.99K,0.29%
"Jan 08, 2019","3,955.13","3,976.76","4,069.8","3,903",38.90K,-0.51%
"Jan 07, 2019","3,975.45","3,987.62","4,017.9","3,921.53",31.87K,-0.30%
"Jan 06, 2019","3,987.6","3,771.12","4,027.71","3,740",36.55K,5.74%
"Jan 05, 2019","3,770.96","3,790.09","3,840.99","3,751",30.49K,-0.56%
"Jan 04, 2019","3,792.01","3,767.2","3,823.64","3,703.57",29.52K,0.67%
"Jan 03, 2019","3,766.78","3,857.57","3,862.74","3,730",29.41K,-2.38%
"Jan 02, 2019","3,858.56","3,796.45","3,882.14","3,750.45",35.16K,1.62%
"Jan 01, 2019","3,797.14","3,701.23","3,810.16","3,642",23.74K,2.55%
"Dec 31, 2018","3,702.9","3,803.12","3,810","3,630.33",29.99K,-2.60%
"Dec 30, 2018","3,801.91","3,696.71","3,903.5","3,657.9",33.22K,2.88%
"Dec 29, 2018","3,695.32","3,839","3,892","3,670",38.87K,-3.75%
"Dec 28, 2018","3,839.26","3,567.89","3,887.25","3,540.04",45.96K,7.61%
"Dec 27, 2018","3,567.91","3,777.74","3,813.98","3,535",44.10K,-5.55%
"Dec 26, 2018","3,777.74","3,745.56","3,837.15","3,656.74",42.63K,0.85%
"Dec 25, 2018","3,745.79","4,010.11","4,020","3,646.41",62.73K,-6.54%
"Dec 24, 2018","4,008.01","3,929.71","4,198","3,924.83",64.65K,1.99%
"Dec 23, 2018","3,929.71","3,948.91","4,021.53","3,870",40.12K,-0.49%
"Dec 22, 2018","3,948.91","3,840.25","3,979","3,785",42.82K,2.87%
"Dec 21, 2018","3,838.66","4,051.86","4,139.99","3,764",82.34K,-5.21%
"Dec 20, 2018","4,049.62","3,660.01","4,120","3,635",101.54K,10.58%
"Dec 19, 2018","3,662.22","3,653","3,912.73","3,622.55",94.14K,0.25%
"Dec 18, 2018","3,652.98","3,509.03","3,678.59","3,424.47",61.37K,4.10%
"Dec 17, 2018","3,509.08","3,229.22","3,585","3,216",66.76K,8.69%
"Dec 16, 2018","3,228.67","3,211.71","3,294","3,186",24.63K,0.53%
"Dec 15, 2018","3,211.72","3,225.19","3,276.5","3,156.26",29.80K,-0.39%
"Dec 14, 2018","3,224.17","3,302.06","3,335.39","3,177",44.49K,-2.36%
"Dec 13, 2018","3,302.06","3,446.38","3,460","3,255.5",40.04K,-4.15%
"Dec 12, 2018","3,445","3,379.23","3,492","3,350",33.92K,1.91%
"Dec 11, 2018","3,380.39","3,434.01","3,480","3,324.32",35.92K,-1.53%
"Dec 10, 2018","3,432.88","3,548.49","3,610","3,370.11",40.99K,-3.17%
"Dec 09, 2018","3,545.37","3,411.36","3,658","3,394.04",45.96K,3.94%
"Dec 08, 2018","3,410.93","3,403.57","3,495","3,222",55.37K,0.22%
"Dec 07, 2018","3,403.55","3,508.75","3,549.99","3,224.6",95.15K,-3.00%
"Dec 06, 2018","3,508.75","3,768.44","3,899.99","3,500",68.38K,-6.93%
"Dec 05, 2018","3,769.84","3,950.98","3,970","3,745",44.00K,-4.60%
"Dec 04, 2018","3,951.64","3,884.76","4,085","3,781",48.49K,1.74%
"Dec 03, 2018","3,884.01","4,160.55","4,179","3,827",49.09K,-6.66%
"Dec 02, 2018","4,161.01","4,190.98","4,312.99","4,103.04",38.91K,-0.69%
"Dec 01, 2018","4,190.02","4,041.27","4,299.99","3,963.01",44.84K,3.68%
"Nov 30, 2018","4,041.32","4,295.72","4,341.36","3,943",67.76K,-5.92%
"Nov 29, 2018","4,295.84","4,262.06","4,450.38","4,125.65",73.98K,0.73%
"Nov 28, 2018","4,264.85","3,875.63","4,394.47","3,874.27",91.98K,10.05%
"Nov 27, 2018","3,875.21","3,864.45","3,940","3,689.12",67.48K,0.34%
"Nov 26, 2018","3,862.2","4,088.69","4,206","3,701",94.50K,-5.47%
"Nov 25, 2018","4,085.78","3,933.68","4,233","3,652.66",101.69K,3.90%
"Nov 24, 2018","3,932.44","4,415.63","4,527","3,824.69",61.69K,-11.04%
"Nov 23, 2018","4,420.61","4,370.9","4,484","4,222.94",49.37K,1.16%
"Nov 22, 2018","4,370","4,661.08","4,721.77","4,335",34.53K,-6.24%
"Nov 21, 2018","4,661.07","4,559.91","4,787.2","4,413.85",61.07K,2.24%
"Nov 20, 2018","4,558.86","4,913.4","5,048.24","4,326",117.38K,-7.15%
"Nov 19, 2018","4,910.03","5,661.94","5,664","4,855",70.58K,-13.28%
"Nov 18, 2018","5,662","5,630.49","5,738.17","5,617",23.84K,0.60%
"Nov 17, 2018","5,628.29","5,650.57","5,656.6","5,565.43",26.41K,-0.49%
"Nov 16, 2018","5,655.94","5,757.09","5,782.89","5,549.25",38.72K,-1.69%
"Nov 15, 2018","5,753.4","5,917.2","5,939.54","5,403.42",47.70K,-2.85%
"Nov 14, 2018","5,922.41","6,458.98","6,482.84","5,656.87",46.48K,-8.29%
"Nov 13, 2018","6,457.66","6,451.68","6,498","6,391.15",11.79K,0.07%
"Nov 12, 2018","6,453.07","6,450.71","6,497","6,421",10.13K,0.05%
"Nov 11, 2018","6,449.81","6,435.16","6,462.14","6,355",8.21K,0.26%
"Nov 10, 2018","6,433.05","6,419.99","6,475.55","6,411",7.71K,0.20%
"Nov 09, 2018","6,419.99","6,479.84","6,511.53","6,391.01",11.79K,-0.92%
"Nov 08, 2018","6,479.84","6,578.46","6,594","6,468.22",13.26K,-1.50%
"Nov 07, 2018","6,578.46","6,522.73","6,615.15","6,509",14.27K,0.91%
"Nov 06, 2018","6,519.11","6,468.99","6,531.31","6,445.18",11.93K,0.77%
"Nov 05, 2018","6,468.99","6,485.85","6,504.39","6,431.02",8.99K,-0.26%
"Nov 04, 2018","6,485.85","6,388","6,525","6,359",10.59K,1.55%
"Nov 03, 2018","6,387.09","6,432.8","6,439.97","6,345",7.66K,-0.73%
"Nov 02, 2018","6,433.98","6,410","6,460.34","6,388.2",9.74K,0.37%
"Nov 01, 2018","6,410","6,369.52","6,442.65","6,348.66",9.10K,0.60%
"Oct 31, 2018","6,371.93","6,330.01","6,428","6,245.02",12.15K,0.65%
"Oct 30, 2018","6,330.87","6,344.5","6,395","6,317.01",8.88K,-0.21%
"Oct 29, 2018","6,344.5","6,489.93","6,505.01","6,315",13.83K,-2.24%
"Oct 28, 2018","6,489.93","6,505.6","6,514.17","6,453",5.74K,-0.24%
"Oct 27, 2018","6,505.6","6,538.63","6,558.35","6,463.04",7.78K,-0.51%
"Oct 26, 2018","6,538.63","6,528.13","6,600","6,515.01",9.44K,0.16%
"Oct 25, 2018","6,528.09","6,566.81","6,575.09","6,502.8",10.34K,-0.57%
"Oct 24, 2018","6,565.5","6,553.51","6,630","6,547.53",11.95K,0.18%
"Oct 23, 2018","6,553.51","6,581.2","6,595","6,515.45",13.86K,-0.42%
"Oct 22, 2018","6,581.2","6,590.12","6,639","6,535.27",16.21K,-0.14%
"Oct 21, 2018","6,590.11","6,585.72","6,663.9","6,580",6.52K,0.03%
"Oct 20, 2018","6,588.4","6,528.88","6,617.65","6,505.55",19.24K,0.91%
"Oct 19, 2018","6,528.88","6,618.96","6,648.14","6,523",20.77K,-1.36%
"Oct 18, 2018","6,618.96","6,739.01","6,796","6,567",20.12K,-1.81%
"Oct 17, 2018","6,740.89","6,762.76","6,811.12","6,676.01",26.64K,-0.27%
"Oct 16, 2018","6,759.27","6,752.5","6,900","6,670",27.56K,0.10%
"Oct 15, 2018","6,752.5","6,339.34","7,680","6,300",90.75K,6.52%
"Oct 14, 2018","6,339.34","6,332.92","6,416","6,308",15.63K,0.10%
"Oct 13, 2018","6,332.93","6,298","6,345","6,285.07",19.10K,0.55%
"Oct 12, 2018","6,298.01","6,252.71","6,360","6,209",29.00K,0.72%
"Oct 11, 2018","6,252.68","6,630.21","6,633.92","6,205",48.71K,-5.71%
"Oct 10, 2018","6,631","6,656.67","6,659.95","6,530",15.39K,-0.38%
"Oct 09, 2018","6,656.61","6,673.01","6,685.38","6,607",15.35K,-0.25%
"Oct 08, 2018","6,673.01","6,615.26","6,715.6","6,587",23.12K,0.87%
"Oct 07, 2018","6,615.26","6,596.44","6,640","6,525",17.41K,0.32%
"Oct 06, 2018","6,594.27","6,635.65","6,651","6,566.77",10.94K,-0.62%
"Oct 05, 2018","6,635.65","6,591.69","6,697","6,543.08",16.10K,0.63%
"Oct 04, 2018","6,593.79","6,510.01","6,643.46","6,505.09",20.07K,1.29%
"Oct 03, 2018","6,510","6,525.79","6,549","6,430",28.45K,-0.24%
"Oct 02, 2018","6,525.79","6,610","6,640","6,494",28.25K,-1.30%
"Oct 01, 2018","6,611.61","6,626.57","6,667.09","6,510",20.62K,-0.23%
"Sep 30, 2018","6,626.57","6,597.66","6,662","6,533",27.76K,0.46%
"Sep 29, 2018","6,596.38","6,634.58","6,636","6,464.57",30.26K,-0.58%
"Sep 28, 2018","6,634.58","6,689.12","6,814.8","6,540.88",42.40K,-0.82%
"Sep 27, 2018","6,689.13","6,467.84","6,750","6,434",33.09K,3.46%
"Sep 26, 2018","6,465.12","6,445.11","6,557.99","6,379.7",33.48K,0.27%
"Sep 25, 2018","6,447.54","6,581.42","6,584.01","6,325.02",40.30K,-2.03%
"Sep 24, 2018","6,581.39","6,706.81","6,730","6,557",35.31K,-1.89%
"Sep 23, 2018","6,708","6,723.05","6,788.23","6,661.75",30.29K,-0.22%
"Sep 22, 2018","6,723.05","6,759.01","6,839.03","6,627",29.35K,-0.53%
"Sep 21, 2018","6,759.02","6,492","6,784.86","6,491",51.78K,4.11%
"Sep 20, 2018","6,492","6,392","6,540","6,325",25.19K,1.57%
"Sep 19, 2018","6,391.89","6,336.39","6,517.7","6,123",39.04K,0.87%
"Sep 18, 2018","6,336.45","6,248.69","6,390","6,224.98",32.62K,1.40%
"Sep 17, 2018","6,248.69","6,500.08","6,533.84","6,201",35.99K,-3.94%
"Sep 16, 2018","6,505","6,514.96","6,524.62","6,370",27.57K,-0.15%
"Sep 15, 2018","6,514.96","6,476.63","6,565.45","6,466.13",25.24K,0.59%
"Sep 14, 2018","6,476.63","6,487.39","6,584.99","6,385.62",37.17K,-0.17%
"Sep 13, 2018","6,487.38","6,338.62","6,535","6,337.4",40.47K,2.35%
"Sep 12, 2018","6,338.62","6,293","6,360","6,192.37",31.43K,0.69%
"Sep 11, 2018","6,294.91","6,311.99","6,404","6,169.68",33.10K,-0.27%
"Sep 10, 2018","6,312","6,252.26","6,373.98","6,221",32.44K,0.98%
"Sep 09, 2018","6,250.81","6,185.06","6,441","6,141.53",37.05K,1.06%
"Sep 08, 2018","6,185.05","6,395.54","6,478","6,111",38.22K,-3.29%
"Sep 07, 2018","6,395.54","6,516.84","6,544","6,320",38.91K,-1.85%
"Sep 06, 2018","6,516.01","6,697.27","6,725","6,265",60.64K,-2.75%
"Sep 05, 2018","6,700","7,359.05","7,397.3","6,682",63.72K,-8.96%
"Sep 04, 2018","7,359.06","7,263","7,410","7,227.17",35.30K,1.32%
"Sep 03, 2018","7,263.02","7,302","7,338.28","7,191.63",32.40K,-0.53%
"Sep 02, 2018","7,302.01","7,201.57","7,345.45","7,127",39.81K,1.42%
"Sep 01, 2018","7,200.01","7,011.21","7,275","7,008.74",40.32K,2.69%
"Aug 31, 2018","7,011.21","6,984.84","7,089","6,888",40.47K,0.38%
"Aug 30, 2018","6,984.84","7,033.21","7,063.63","6,784.81",44.72K,-0.66%
"Aug 29, 2018","7,031.22","7,077","7,133.81","6,912.34",43.25K,-0.63%
"Aug 28, 2018","7,076.11","6,907.26","7,135","6,860",48.35K,2.42%
"Aug 27, 2018","6,908.64","6,700","6,940.51","6,646.5",37.75K,3.11%
"Aug 26, 2018","6,700","6,733.64","6,775.27","6,568",20.11K,-0.50%
"Aug 25, 2018","6,733.64","6,686.98","6,789","6,650.61",19.22K,0.78%
"Aug 24, 2018","6,681.64","6,525","6,725","6,440.5",38.31K,2.40%
"Aug 23, 2018","6,525.01","6,362.57","6,576.99","6,342.28",40.36K,2.58%
"Aug 22, 2018","6,360.89","6,479.98","6,882.54","6,251.2",77.91K,-1.84%
"Aug 21, 2018","6,480","6,251","6,500","6,235.08",41.57K,3.60%
"Aug 20, 2018","6,254.84","6,477.53","6,530","6,220",49.44K,-3.44%
"Aug 19, 2018","6,477.53","6,387.96","6,541","6,300",45.19K,1.40%
"Aug 18, 2018","6,387.96","6,579.04","6,620","6,288",53.74K,-2.98%
"Aug 17, 2018","6,584.49","6,316","6,585","6,285.4",57.85K,4.32%
"Aug 16, 2018","6,311.75","6,265.27","6,480","6,205.6",48.52K,0.71%
"Aug 15, 2018","6,267.16","6,188.08","6,609","6,172.11",68.81K,1.28%
"Aug 14, 2018","6,188.08","6,248.25","6,250.33","5,880",50.19K,-0.93%
"Aug 13, 2018","6,246.35","6,308.56","6,545","6,145.04",53.90K,-0.98%
"Aug 12, 2018","6,308.33","6,222.55","6,472.3","6,130",38.57K,1.22%
"Aug 11, 2018","6,232.35","6,148.13","6,488","5,971",47.13K,1.44%
"Aug 10, 2018","6,144.01","6,529.79","6,575.88","6,026.39",59.03K,-5.91%
"Aug 09, 2018","6,529.79","6,283.27","6,622.81","6,178.6",51.94K,3.89%
"Aug 08, 2018","6,285","6,720.63","6,721.54","6,123",59.55K,-6.47%
"Aug 07, 2018","6,720.06","6,935","7,150.46","6,670",45.44K,-3.10%
"Aug 06, 2018","6,934.82","7,024.19","7,160","6,821",32.76K,-1.27%
"Aug 05, 2018","7,024.19","7,009.84","7,089.87","6,882.29",32.89K,0.20%
"Aug 04, 2018","7,009.84","7,412.27","7,494.81","6,926",36.29K,-5.51%
"Aug 03, 2018","7,418.78","7,525.71","7,540","7,282.44",44.67K,-1.42%
"Aug 02, 2018","7,525.71","7,600.08","7,709.46","7,455.72",37.67K,-1.04%
"Aug 01, 2018","7,604.58","7,735.67","7,750","7,430",42.58K,-1.63%
"Jul 31, 2018","7,730.93","8,171.4","8,180","7,633",48.30K,-5.42%
"Jul 30, 2018","8,173.92","8,210.99","8,273","7,866",39.69K,-0.45%
"Jul 29, 2018","8,211","8,225.04","8,294.51","8,115",25.53K,-0.17%
"Jul 28, 2018","8,225.04","8,188.57","8,246.54","8,067",26.22K,0.45%
"Jul 27, 2018","8,188.57","7,920","8,285","7,805",43.67K,3.39%
"Jul 26, 2018","7,920","8,175.63","8,315.69","7,850.06",43.22K,-3.13%
"Jul 25, 2018","8,175.64","8,397.24","8,491.77","8,050",48.26K,-2.64%
"Jul 24, 2018","8,397.24","7,721.65","8,486","7,696",60.12K,8.76%
"Jul 23, 2018","7,721.01","7,394.78","7,833","7,375",41.65K,4.41%
"Jul 22, 2018","7,394.79","7,399.25","7,582.4","7,335.5",30.27K,-0.05%
"Jul 21, 2018","7,398.78","7,337.47","7,458.47","7,211",28.89K,0.83%
"Jul 20, 2018","7,337.53","7,468.86","7,700","7,273",46.14K,-1.72%
